RateDate,FromCurrency,ToCurrency,Rate
2025-09-20,AUD,USD,0.649057
2025-09-21,USD,USD,1.014725
2025-09-21,EUR,USD,1.090726
2025-09-21,GBP,USD,1.250170
2025-09-21,JPY,USD,0.006633
2025-09-21,CAD,USD,0.734590
2025-09-21,AUD,USD,0.670185
2025-09-22,USD,USD,0.987797
2025-09-22,EUR,USD,1.074088
2025-09-22,GBP,USD,1.232748
2025-09-22,CAD,USD,0.760602
2025-09-22,AUD,USD,0.641630
2025-09-23,USD,USD,1.017871
2025-09-23,EUR,USD,1.059974
2025-09-23,GBP,USD,1.295708
2025-09-23,JPY,USD,0.006673
2025-09-23,CAD,USD,0.742722
2025-09-23,AUD,USD,0.649962
2025-09-24,USD,USD,1.008889
2025-09-24,EUR,USD,1.071330
2025-09-24,GBP,USD,1.276658
2025-09-24,JPY,USD,0.006645
2025-09-24,CAD,USD,0.756761
2025-09-24,AUD,USD,0.642850
2025-09-25,USD,USD,0.981873
2025-09-25,EUR,USD,0.000000
2025-09-25,GBP,USD,1.236940
2025-09-25,JPY,USD,0.006563
2025-09-25,CAD,USD,0.751690
2025-09-25,AUD,USD,0.643247
2025-09-26,USD,USD,1.024957
2025-09-26,EUR,USD,1.100244
2025-09-26,GBP,USD,1.251842
2025-09-26,JPY,USD,0.006797
2025-09-26,CAD,USD,0.717907
2025-09-26,AUD,USD,0.646846
2025-09-27,USD,USD,1.003502
2025-09-27,EUR,USD,1.083600
2025-09-27,GBP,USD,1.250665
2025-09-27,JPY,USD,0.006722
2025-09-27,CAD,USD,0.750097
2025-09-27,AUD,USD,0.645576
2025-09-28,USD,USD,0.000000
2025-09-28,EUR,USD,1.048520
2025-09-28,GBP,USD,1.273188
2025-09-28,JPY,USD,0.006632
2025-09-28,CAD,USD,0.000000
2025-09-28,AUD,USD,0.648779
2025-09-29,USD,USD,1.029638
2025-09-29,EUR,USD,1.092628
2025-09-29,GBP,USD,1.306647
2025-09-29,JPY,USD,0.006757
2025-09-29,CAD,USD,0.753780
2025-09-29,AUD,USD,0.647501
2025-09-30,USD,USD,0.974109
2025-09-30,GBP,USD,1.242347
2025-09-30,JPY,USD,0.006883
2025-09-30,CAD,USD,0.737692
2025-09-30,AUD,USD,0.660227
2025-10-01,USD,USD,1.013634
2025-10-01,EUR,USD,1.073296
2025-10-01,GBP,USD,1.293525
2025-10-01,JPY,USD,0.006814
2025-10-01,CAD,USD,0.749962
2025-10-01,AUD,USD,0.655596
2025-10-02,USD,USD,0.984681
2025-10-02,EUR,USD,1.095882
2025-10-02,GBP,USD,1.258871
2025-10-02,JPY,USD,0.006804
2025-10-02,CAD,USD,0.756012
2025-10-02,AUD,USD,0.641099
2025-10-03,USD,USD,1.020962
2025-10-03,EUR,USD,1.084524
2025-10-03,GBP,USD,1.239553
2025-10-03,JPY,USD,0.006654
2025-10-03,CAD,USD,0.742821
2025-10-03,AUD,USD,0.645355
2025-10-04,USD,USD,0.998306
2025-10-04,EUR,USD,1.094740
2025-10-04,GBP,USD,1.261279
2025-10-04,JPY,USD,0.006539
2025-10-04,CAD,USD,0.733965
2025-10-04,AUD,USD,0.659604
2025-10-05,EUR,USD,1.068525
2025-10-05,GBP,USD,1.255697
2025-10-05,JPY,USD,0.006647
2025-10-05,CAD,USD,0.755114
2025-10-05,AUD,USD,0.661204
2025-10-06,USD,USD,0.977499
2025-10-06,EUR,USD,1.072423
2025-10-06,GBP,USD,1.260129
2025-10-06,JPY,USD,0.006556
2025-10-06,CAD,USD,0.723965
2025-10-06,AUD,USD,0.672126
2025-10-07,USD,USD,0.985259
2025-10-07,EUR,USD,1.086955
2025-10-07,GBP,USD,1.257748
2025-10-07,JPY,USD,0.006829
2025-10-07,CAD,USD,0.757986
2025-10-07,AUD,USD,0.000000
2025-10-08,USD,USD,1.021654
2025-10-08,EUR,USD,1.049332
2025-10-08,JPY,USD,0.006800
2025-10-08,CAD,USD,0.729675
2025-10-08,AUD,USD,0.648656
2025-10-09,USD,USD,1.008552
2025-10-09,EUR,USD,1.049586
2025-10-09,GBP,USD,1.287980
2025-10-09,JPY,USD,0.006836
2025-10-09,CAD,USD,0.755839
2025-10-09,AUD,USD,0.656912
2025-10-10,USD,USD,0.998242
2025-10-10,EUR,USD,1.050953
2025-10-10,GBP,USD,1.298383
2025-10-10,JPY,USD,0.006704
2025-10-10,CAD,USD,0.742567
2025-10-10,AUD,USD,0.665639
2025-10-11,USD,USD,1.017151
2025-10-11,EUR,USD,1.059808
2025-10-11,GBP,USD,1.242756
2025-10-11,JPY,USD,0.006877
2025-10-11,CAD,USD,0.733788
2025-10-11,AUD,USD,0.670691
2025-10-12,USD,USD,0.996754
2025-10-12,EUR,USD,1.054511
2025-10-12,GBP,USD,1.258134
2025-10-12,JPY,USD,0.006612
2025-10-12,CAD,USD,0.727891
2025-10-12,AUD,USD,0.663264
2025-10-13,USD,USD,0.999351
2025-10-13,EUR,USD,1.059027
2025-10-13,GBP,USD,1.292542
2025-10-13,JPY,USD,0.006776
2025-10-13,CAD,USD,0.742684
2025-10-13,AUD,USD,0.663725
2025-10-14,USD,USD,1.022828
2025-10-14,EUR,USD,1.101345
2025-10-14,GBP,USD,1.257833
2025-10-14,JPY,USD,0.006559
2025-10-14,CAD,USD,0.735884
2025-10-14,AUD,USD,0.668081
2025-10-15,USD,USD,0.994691
2025-10-15,EUR,USD,1.081642
2025-10-15,GBP,USD,1.289943
2025-10-15,JPY,USD,0.006787
2025-10-15,CAD,USD,0.727782
2025-10-15,AUD,USD,0.651707
2025-10-16,USD,USD,1.005147
2025-10-16,EUR,USD,1.093760
2025-10-16,GBP,USD,1.249400
2025-10-16,JPY,USD,0.006520
2025-10-16,CAD,USD,0.739748
2025-10-16,AUD,USD,0.666917
2025-10-17,USD,USD,0.992744
2025-10-17,EUR,USD,1.109804
2025-10-17,GBP,USD,1.283637
2025-10-17,JPY,USD,0.006722
2025-10-17,AUD,USD,0.661986
2025-10-18,USD,USD,0.971809
2025-10-18,EUR,USD,1.100541
2025-10-18,GBP,USD,1.262008
2025-10-18,JPY,USD,0.006629
2025-10-18,CAD,USD,0.743671
2025-10-18,AUD,USD,0.667892
2025-10-19,USD,USD,0.000000
2025-10-19,GBP,USD,1.252106
2025-10-19,JPY,USD,0.006693
2025-10-19,CAD,USD,0.725548
2025-10-19,AUD,USD,0.651803
2025-10-20,USD,USD,1.027516
2025-10-20,EUR,USD,1.055927
2025-10-20,GBP,USD,1.296935
2025-10-20,JPY,USD,0.006683
2025-10-20,CAD,USD,0.732536
2025-10-20,AUD,USD,0.676239
2025-10-21,USD,USD,0.989653
2025-10-21,EUR,USD,1.091373
2025-10-21,GBP,USD,1.248106
2025-10-21,JPY,USD,0.006551
2025-10-21,CAD,USD,0.741422
2025-10-22,USD,USD,1.012532
2025-10-22,EUR,USD,1.064238
2025-10-22,GBP,USD,1.279872
2025-10-22,JPY,USD,0.006704
2025-10-22,CAD,USD,0.759552
2025-10-22,AUD,USD,0.659262
2025-10-23,USD,USD,1.023243
2025-10-23,EUR,USD,1.079840
2025-10-23,GBP,USD,1.292376
2025-10-23,JPY,USD,0.006684
2025-10-23,CAD,USD,0.751901
2025-10-23,AUD,USD,0.666195
2025-10-24,USD,USD,0.973025
2025-10-24,EUR,USD,1.072668
2025-10-24,GBP,USD,1.260225
2025-10-24,JPY,USD,0.006713
2025-10-24,CAD,USD,0.000000
2025-10-24,AUD,USD,0.678596
2025-10-25,USD,USD,1.009671
2025-10-25,EUR,USD,1.089879
2025-10-25,GBP,USD,1.261314
2025-10-25,JPY,USD,0.006772
2025-10-25,CAD,USD,0.734622
2025-10-25,AUD,USD,0.671432
2025-10-26,USD,USD,1.025922
2025-10-26,EUR,USD,1.059008
2025-10-26,GBP,USD,1.261958
2025-10-26,CAD,USD,0.731935
2025-10-26,AUD,USD,0.655773
2025-10-27,USD,USD,0.970991
2025-10-27,EUR,USD,1.057002
2025-10-27,GBP,USD,1.236001
2025-10-27,JPY,USD,0.006522
2025-10-27,CAD,USD,0.760648
2025-10-27,AUD,USD,0.642397
2025-10-28,USD,USD,0.976486
2025-10-28,EUR,USD,1.097182
2025-10-28,GBP,USD,1.302933
2025-10-28,JPY,USD,0.006898
2025-10-28,CAD,USD,0.734001
2025-10-28,AUD,USD,0.675319
2025-10-29,USD,USD,1.004845
2025-10-29,EUR,USD,1.077979
2025-10-29,GBP,USD,1.271282
2025-10-29,JPY,USD,0.006690
2025-10-29,CAD,USD,0.758645
2025-10-29,AUD,USD,0.677046
2025-10-30,USD,USD,0.980985
2025-10-30,EUR,USD,1.050816
2025-10-30,GBP,USD,1.291026
2025-10-30,JPY,USD,0.006551
2025-10-30,CAD,USD,0.754002
2025-10-30,AUD,USD,0.650089
2025-10-31,USD,USD,0.987228
2025-10-31,EUR,USD,1.092519
2025-10-31,GBP,USD,1.272004
2025-10-31,JPY,USD,0.006650
2025-10-31,CAD,USD,0.736167
2025-10-31,AUD,USD,0.679313
2025-11-01,USD,USD,0.979391
2025-11-01,EUR,USD,1.104813
2025-11-01,JPY,USD,0.000000
2025-11-01,CAD,USD,0.747410
2025-11-01,AUD,USD,0.674643
2025-11-02,USD,USD,1.017843
2025-11-02,EUR,USD,1.102930
2025-11-02,GBP,USD,1.260442
2025-11-02,JPY,USD,0.006863
2025-11-02,CAD,USD,0.759679
2025-11-02,AUD,USD,0.673880
2025-11-03,USD,USD,1.010553
2025-11-03,EUR,USD,1.057378
2025-11-03,GBP,USD,1.232647
2025-11-03,JPY,USD,0.006881
2025-11-03,CAD,USD,0.742057
2025-11-03,AUD,USD,0.656164
2025-11-04,EUR,USD,1.091512
2025-11-04,JPY,USD,0.006500
2025-11-04,CAD,USD,0.748011
2025-11-04,AUD,USD,0.672027
2025-11-05,USD,USD,0.974763
2025-11-05,EUR,USD,1.097622
2025-11-05,GBP,USD,1.246672
2025-11-05,JPY,USD,0.006655
2025-11-05,CAD,USD,0.728188
2025-11-05,AUD,USD,0.669653
2025-11-06,USD,USD,1.027160
2025-11-06,EUR,USD,1.057723
2025-11-06,GBP,USD,1.301995
2025-11-06,JPY,USD,0.006871
2025-11-06,CAD,USD,0.739331
2025-11-06,AUD,USD,0.659950
2025-11-07,USD,USD,0.989388
2025-11-07,EUR,USD,0.000000
2025-11-07,GBP,USD,1.267961
2025-11-07,JPY,USD,0.006691
2025-11-07,CAD,USD,0.725075
2025-11-07,AUD,USD,0.663465
2025-11-08,EUR,USD,1.082115
2025-11-08,GBP,USD,1.240652
2025-11-08,JPY,USD,0.006619
2025-11-08,CAD,USD,0.737151
2025-11-08,AUD,USD,0.661137
2025-11-09,USD,USD,0.987966
2025-11-09,EUR,USD,1.070044
2025-11-09,GBP,USD,1.240775
2025-11-09,JPY,USD,0.006714
2025-11-09,CAD,USD,0.752993
2025-11-09,AUD,USD,0.676585
2025-11-10,USD,USD,0.980865
2025-11-10,EUR,USD,1.078923
2025-11-10,GBP,USD,1.237947
2025-11-10,JPY,USD,0.006682
2025-11-10,CAD,USD,0.721028
2025-11-10,AUD,USD,0.676940
2025-11-11,USD,USD,0.998144
2025-11-11,EUR,USD,1.090939
2025-11-11,GBP,USD,1.287562
2025-11-11,JPY,USD,0.006812
2025-11-11,CAD,USD,0.718346
2025-11-11,AUD,USD,0.657551
2025-11-12,USD,USD,0.987063
2025-11-12,EUR,USD,1.084643
2025-11-12,GBP,USD,1.254032
2025-11-12,JPY,USD,0.006849
2025-11-12,CAD,USD,0.744887
2025-11-12,AUD,USD,0.642391
2025-11-13,USD,USD,0.984205
2025-11-13,EUR,USD,1.104415
2025-11-13,GBP,USD,1.255809
2025-11-13,JPY,USD,0.006717
2025-11-13,CAD,USD,0.724746
2025-11-13,AUD,USD,0.663739
2025-11-14,USD,USD,1.003608
2025-11-14,EUR,USD,1.078101
2025-11-14,GBP,USD,1.291204
2025-11-14,JPY,USD,0.006686
2025-11-14,CAD,USD,0.743907
2025-11-14,AUD,USD,0.665593
2025-11-15,USD,USD,0.996241
2025-11-15,EUR,USD,1.079969
2025-11-15,GBP,USD,1.293654
2025-11-15,JPY,USD,0.006817
2025-11-15,CAD,USD,0.730780
2025-11-15,AUD,USD,0.657770
2025-11-16,USD,USD,1.026709
2025-11-16,EUR,USD,1.110506
2025-11-16,GBP,USD,1.233212
2025-11-16,JPY,USD,0.006572
2025-11-16,CAD,USD,0.724359
2025-11-17,USD,USD,1.007269
2025-11-17,EUR,USD,1.075163
2025-11-17,GBP,USD,1.256245
2025-11-17,JPY,USD,0.006884
2025-11-17,CAD,USD,0.730141
2025-11-17,AUD,USD,0.668580
2025-11-18,USD,USD,1.003184
2025-11-18,EUR,USD,1.091097
2025-11-18,GBP,USD,1.286142
2025-11-18,JPY,USD,0.006823
2025-11-18,CAD,USD,0.732840
2025-11-18,AUD,USD,0.660854
2025-11-19,USD,USD,0.971994
2025-11-19,EUR,USD,1.049157
2025-11-19,GBP,USD,1.235363
2025-11-19,JPY,USD,0.006525
2025-11-19,CAD,USD,0.735033
2025-11-19,AUD,USD,0.641313
2025-11-20,USD,USD,1.026660
2025-11-20,EUR,USD,1.084482
2025-11-20,GBP,USD,1.240407
2025-11-20,JPY,USD,0.006568
2025-11-20,AUD,USD,0.675300
2025-11-21,USD,USD,1.019733
2025-11-21,EUR,USD,1.049760
2025-11-21,GBP,USD,1.270142
2025-11-21,JPY,USD,0.006874
2025-11-21,CAD,USD,0.737471
2025-11-21,AUD,USD,0.653504
2025-11-22,USD,USD,0.998488
2025-11-22,EUR,USD,1.084155
2025-11-22,GBP,USD,1.301548
2025-11-22,JPY,USD,0.006825
2025-11-22,CAD,USD,0.746163
2025-11-22,AUD,USD,0.000000
2025-11-23,USD,USD,0.972346
2025-11-23,EUR,USD,1.096120
2025-11-23,JPY,USD,0.006716
2025-11-23,CAD,USD,0.737671
2025-11-23,AUD,USD,0.651762
2025-11-24,USD,USD,0.978939
2025-11-24,GBP,USD,1.253713
2025-11-24,JPY,USD,0.006795
2025-11-24,CAD,USD,0.000000
2025-11-24,AUD,USD,0.666776
2025-11-25,USD,USD,0.976875
2025-11-25,EUR,USD,1.072380
2025-11-25,GBP,USD,1.253581
2025-11-25,CAD,USD,0.719640
2025-11-25,AUD,USD,0.652114
2025-11-26,USD,USD,0.978267
2025-11-26,EUR,USD,1.104244
2025-11-26,GBP,USD,1.302526
2025-11-26,JPY,USD,0.006623
2025-11-26,CAD,USD,0.733264
2025-11-26,AUD,USD,0.672846
2025-11-27,USD,USD,0.983516
2025-11-27,EUR,USD,1.061696
2025-11-27,GBP,USD,1.244453
2025-11-27,JPY,USD,0.006867
2025-11-27,CAD,USD,0.750192
2025-11-27,AUD,USD,0.670422
2025-11-28,USD,USD,0.981039
2025-11-28,EUR,USD,1.098366
2025-11-28,GBP,USD,1.262485
2025-11-28,JPY,USD,0.006809
2025-11-28,CAD,USD,0.727200
2025-11-28,AUD,USD,0.640920
2025-11-29,USD,USD,1.013456
2025-11-29,EUR,USD,1.095334
2025-11-29,GBP,USD,1.255993
2025-11-29,JPY,USD,0.006650
2025-11-29,CAD,USD,0.743532
2025-11-30,USD,USD,1.005399
2025-11-30,EUR,USD,1.110432
2025-11-30,GBP,USD,1.239722
2025-11-30,JPY,USD,0.006751
2025-11-30,CAD,USD,0.747964
2025-11-30,AUD,USD,0.644205
2025-12-01,USD,USD,0.994531
2025-12-01,EUR,USD,1.062610
2025-12-01,GBP,USD,1.264034
2025-12-01,JPY,USD,0.006700
2025-12-01,CAD,USD,0.724984
2025-12-01,AUD,USD,0.654244
2025-12-02,USD,USD,1.005062
2025-12-02,EUR,USD,1.050006
2025-12-02,GBP,USD,1.270428
2025-12-02,JPY,USD,0.006862
2025-12-02,CAD,USD,0.732756
2025-12-02,AUD,USD,0.641658
2025-12-03,USD,USD,1.026624
2025-12-03,EUR,USD,1.097496
2025-12-03,GBP,USD,1.257272
2025-12-03,JPY,USD,0.006541
2025-12-03,CAD,USD,0.760803
2025-12-03,AUD,USD,0.665262
2025-12-04,USD,USD,1.014312
2025-12-04,EUR,USD,1.064250
2025-12-04,GBP,USD,1.292720
2025-12-04,JPY,USD,0.006793
2025-12-04,CAD,USD,0.744215
2025-12-04,AUD,USD,0.641028
2025-12-05,USD,USD,0.981540
2025-12-05,EUR,USD,1.068677
2025-12-05,GBP,USD,0.000000
2025-12-05,JPY,USD,0.006821
2025-12-05,CAD,USD,0.731608
2025-12-05,AUD,USD,0.650902
2025-12-06,USD,USD,0.977438
2025-12-06,EUR,USD,1.068696
2025-12-06,GBP,USD,1.246946
2025-12-06,JPY,USD,0.006560
2025-12-06,CAD,USD,0.759485
2025-12-07,USD,USD,1.010021
2025-12-07,EUR,USD,1.110310
2025-12-07,JPY,USD,0.006661
2025-12-07,CAD,USD,0.740469
2025-12-07,AUD,USD,0.676737
2025-12-08,USD,USD,0.998249
2025-12-08,EUR,USD,1.067484
2025-12-08,GBP,USD,1.279015
2025-12-08,JPY,USD,0.006794
2025-12-08,CAD,USD,0.724831
2025-12-08,AUD,USD,0.656413
2025-12-09,USD,USD,0.995773
2025-12-09,EUR,USD,1.069356
2025-12-09,GBP,USD,1.241320
2025-12-09,JPY,USD,0.006654
2025-12-09,CAD,USD,0.738127
2025-12-09,AUD,USD,0.678835
2025-12-10,USD,USD,0.981633
2025-12-10,EUR,USD,1.070058
2025-12-10,GBP,USD,1.297915
2025-12-10,JPY,USD,0.006663
2025-12-10,AUD,USD,0.667395
2025-12-11,USD,USD,1.023854
2025-12-11,EUR,USD,1.059700
2025-12-11,GBP,USD,1.300628
2025-12-11,JPY,USD,0.000000
2025-12-11,AUD,USD,0.648412
2025-12-12,USD,USD,0.981982
2025-12-12,EUR,USD,1.090676
2025-12-12,GBP,USD,1.233098
2025-12-12,JPY,USD,0.006828
2025-12-12,CAD,USD,0.741676
2025-12-12,AUD,USD,0.648994
2025-12-13,USD,USD,1.024867
2025-12-13,EUR,USD,1.060168
2025-12-13,GBP,USD,1.299360
2025-12-13,JPY,USD,0.006718
2025-12-13,CAD,USD,0.729348
2025-12-14,USD,USD,0.992655
2025-12-14,EUR,USD,1.102423
2025-12-14,GBP,USD,1.236442
2025-12-14,JPY,USD,0.006664
2025-12-14,CAD,USD,0.724174
2025-12-14,AUD,USD,0.665508
2025-12-15,USD,USD,1.027552
2025-12-15,EUR,USD,1.111955
2025-12-15,GBP,USD,1.264381
2025-12-15,JPY,USD,0.006811
2025-12-15,CAD,USD,0.723367
2025-12-15,AUD,USD,0.643265
2025-12-16,USD,USD,1.023400
2025-12-16,EUR,USD,1.073176
2025-12-16,GBP,USD,1.236799
2025-12-16,JPY,USD,0.006757
2025-12-16,CAD,USD,0.741375
2025-12-16,AUD,USD,0.679033
2025-12-17,USD,USD,1.015768
2025-12-17,EUR,USD,1.108049
2025-12-17,GBP,USD,1.304581
2025-12-17,JPY,USD,0.006710
2025-12-17,CAD,USD,0.000000
2025-12-17,AUD,USD,0.664717
2025-12-18,USD,USD,0.971570
2025-12-18,EUR,USD,1.095483
2025-12-18,JPY,USD,0.006570
2025-12-18,CAD,USD,0.730472
2025-12-18,AUD,USD,0.657976
2025-12-19,USD,USD,1.001779
2025-12-19,EUR,USD,1.077528
2025-12-19,GBP,USD,1.303474
2025-12-19,JPY,USD,0.006582
2025-12-19,CAD,USD,0.747948
2025-12-19,AUD,USD,0.641672
2025-12-20,USD,USD,1.010558
2025-12-20,EUR,USD,1.105461
2025-12-20,GBP,USD,1.254123
2025-12-20,JPY,USD,0.006661
2025-12-20,CAD,USD,0.737981
2025-12-20,AUD,USD,0.665115
2025-12-21,USD,USD,1.028940
2025-12-21,EUR,USD,1.074239
2025-12-21,GBP,USD,1.268327
2025-12-21,JPY,USD,0.006760
2025-12-21,CAD,USD,0.758564
2025-12-22,USD,USD,1.014501
2025-12-22,EUR,USD,1.087586
2025-12-22,GBP,USD,1.265718
2025-12-22,JPY,USD,0.006530
2025-12-22,CAD,USD,0.743888
2025-12-22,AUD,USD,0.648495
2025-12-23,USD,USD,1.010400
2025-12-23,EUR,USD,1.055086
2025-12-23,GBP,USD,1.238806
2025-12-23,JPY,USD,0.006869
2025-12-23,CAD,USD,0.755505
2025-12-23,AUD,USD,0.672254
2025-12-24,USD,USD,0.982424
2025-12-24,EUR,USD,1.056053
2025-12-24,GBP,USD,1.249176
2025-12-24,JPY,USD,0.006520
2025-12-24,CAD,USD,0.722480
2025-12-24,AUD,USD,0.657976
2025-12-25,USD,USD,0.988986
2025-12-25,EUR,USD,1.069272
2025-12-25,JPY,USD,0.000000
2025-12-25,CAD,USD,0.755163
2025-12-25,AUD,USD,0.670746
2025-12-26,USD,USD,0.991487
2025-12-26,EUR,USD,1.071239
2025-12-26,GBP,USD,1.264834
2025-12-26,JPY,USD,0.006595
2025-12-26,CAD,USD,0.726046
2025-12-26,AUD,USD,0.670181
2025-12-27,USD,USD,0.993811
2025-12-27,EUR,USD,1.058521
2025-12-27,GBP,USD,1.259815
2025-12-27,JPY,USD,0.006532
2025-12-27,CAD,USD,0.738704
2025-12-27,AUD,USD,0.645289
2025-12-28,USD,USD,1.025798
2025-12-28,EUR,USD,1.098946
2025-12-28,GBP,USD,1.306959
2025-12-28,JPY,USD,0.006866
2025-12-28,CAD,USD,0.758849
2025-12-28,AUD,USD,0.656081
2025-12-29,USD,USD,0.975918
2025-12-29,EUR,USD,1.109620
2025-12-29,GBP,USD,1.287017
2025-12-29,JPY,USD,0.006823
2025-12-29,CAD,USD,0.731358
2025-12-29,AUD,USD,0.676446
2025-12-30,USD,USD,1.025385
2025-12-30,EUR,USD,1.093864
2025-12-30,GBP,USD,1.231942
2025-12-30,JPY,USD,0.006624
2025-12-30,CAD,USD,0.741898
2025-12-31,USD,USD,0.977335
2025-12-31,EUR,USD,1.079541
2025-12-31,GBP,USD,1.234104
2025-12-31,JPY,USD,0.006514
2025-12-31,CAD,USD,0.727267
2025-12-31,AUD,USD,0.677914
